user_id,recomendations
1236,"[1000753, 995242, 1037840, 8090521, 965766]"
1238,"[874972, 1133018, 962229, 834826, 890610]"
1239,"[1000753, 995242, 908531, 1127624, 940947]"
1240,"[1000753, 995242, 6034857, 970202, 824005]"
1241,"[1000753, 1127831, 1037840, 1092026, 1029743]"
1242,"[1000753, 995242, 1038217, 844179, 1036249]"
1244,"[1000753, 1029743, 1068719, 831390, 1053690]"
1245,"[1000753, 1127831, 1133018, 1068719, 992529]"
1246,"[1000753, 995242, 1103741, 1064380, 866211]"
1247,"[1000753, 1133018, 961554, 981760, 1009449]"
1248,"[1000753, 995242, 951590, 865511, 888054]"
1250,"[1000753, 1029743, 910032, 1037863, 981760]"
1251,"[1000753, 1133018, 908531, 981760, 10285141]"
1252,"[874972, 995242, 1039156, 1047619, 1004906]"
1254,"[1000753, 995242, 1022254, 1034955, 916122]"
1255,"[1000753, 995242, 1077555, 1072523, 908531]"
1256,"[1000753, 995242, 981760, 979707, 1091365]"
1258,"[1000753, 1029743, 914190, 5569471, 1039156]"
1259,"[874972, 1029743, 6533608, 916993, 986912]"
1260,"[1000753, 995242, 1043973, 9859128, 1051516]"
1261,"[1000753, 995242, 986912, 1109805, 861445]"
1263,"[874972, 1133018, 5569230, 1085604, 981760]"
1264,"[874972, 1133018, 951590, 1031864, 1107553]"
1265,"[1000753, 916122, 1067606, 1042544, 1060872]"
1266,"[1000753, 995242, 981760, 986912, 1044724]"
1267,"[1000753, 995242, 1005186, 13842090, 970119]"
1268,"[1000753, 1133018, 868764, 955431, 940947]"
1269,"[874972, 5569230, 951590, 1106523, 1057260]"
1270,"[1000753, 995242, 981760, 1026118, 1028816]"
1271,"[874972, 1106523, 951590, 1120362, 6533936]"
1272,"[874972, 1029743, 868764, 6602697, 1070845]"
1273,"[1000753, 995242, 7462562, 864805, 838186]"
1274,"[1000753, 1133018, 951590, 5569792, 8090537]"
1276,"[1000753, 995242, 947658, 1026118, 835098]"
1277,"[1000753, 1029743, 8090521, 1092026, 1085604]"
1278,"[1000753, 995242, 845193, 981760, 916122]"
1279,"[1000753, 908531, 916122, 951590, 1133018]"
1280,"[1000753, 1029743, 890610, 1031864, 981760]"
1281,"[1000753, 995242, 5592931, 1004906, 1101173]"
1282,"[874972, 995242, 1053690, 850652, 951590]"
1284,"[874972, 995242, 8205218, 951590, 991268]"
1285,"[874972, 951590, 1106523, 831390, 1101173]"
1287,"[1000753, 995242, 865196, 1005186, 854852]"
1288,"[1000753, 995242, 923746, 1136257, 903233]"
1289,"[1000753, 1133018, 1110572, 1085604, 1055155]"
1290,"[1000753, 995242, 1005186, 969866, 854852]"
1291,"[874972, 995242, 1127831, 962229, 981760]"
1292,"[1000753, 1029743, 923670, 1037863, 912914]"
1293,"[1000753, 1127831, 969419, 988572, 1043590]"
1294,"[1000753, 1106523, 962568, 1116821, 1081177]"
1295,"[1038663, 1000753, 1133018, 981760, 916122]"
1296,"[1000753, 1106523, 1070076, 1005186, 981760]"
1297,"[1000753, 5569230, 1026118, 870515, 854852]"
1298,"[1000753, 1133018, 923746, 1068855, 944466]"
1299,"[874972, 951590, 1083840, 834117, 8090521]"
1300,"[1000753, 981760, 1106523, 1118627, 962568]"
1302,"[1000753, 1133018, 979707, 892048, 1021562]"
1303,"[1000753, 995242, 1005172, 1039156, 1091365]"
1304,"[1000753, 995242, 923746, 871611, 1026118]"
1305,"[874972, 1127831, 1058997, 837644, 908531]"
1306,"[1000753, 1127831, 1029743, 859075, 1005186]"
1307,"[1000753, 1029743, 1005186, 1127831, 1110572]"
1312,"[1000753, 1133018, 1044078, 916122, 1077359]"
1313,"[1000753, 1133018, 983936, 908531, 981760]"
1314,"[1000753, 1133018, 923746, 1102416, 868764]"
1316,"[1000753, 1133018, 962229, 982790, 925626]"
1317,"[1000753, 1133018, 1138292, 5568489, 1005186]"
1318,"[1000753, 1029743, 1127831, 925862, 821083]"
1319,"[1000753, 1133018, 826784, 916122, 866211]"
1320,"[12731432, 1000753, 995242, 1127328, 1053690]"
1321,"[1000753, 1029743, 869622, 1096036, 1075470]"
1324,"[1000753, 916122, 1029743, 908531, 838186]"
1325,"[1000753, 995242, 903325, 961554, 1057365]"
1326,"[1000753, 1106523, 981760, 1002558, 1044078]"
1328,"[1000753, 1133018, 844165, 951590, 859075]"
1329,"[874972, 1029743, 981760, 1110843, 890695]"
1330,"[874972, 995242, 856252, 987562, 910032]"
1331,"[1000753, 5569230, 1029743, 822524, 1011300]"
1332,"[1000753, 1029743, 997309, 1116821, 961554]"
1333,"[874972, 995242, 951590, 1069003, 908531]"
1334,"[1000753, 1029743, 879755, 1108168, 5592931]"
1335,"[1000753, 1029743, 835973, 970119, 961554]"
1336,"[874972, 1133018, 908531, 859075, 916122]"
1337,"[874972, 1133018, 916122, 923670, 962229]"
1338,"[1000753, 1029743, 844165, 1095329, 1096036]"
1340,"[1000753, 1029743, 951412, 1024032, 1116476]"
1341,"[1000753, 981760, 995242, 908531, 906763]"
1342,"[1000753, 995242, 936914, 986912, 1046816]"
1345,"[1000753, 995242, 914190, 5569230, 948086]"
1346,"[1000753, 995242, 981760, 866211, 916122]"
1347,"[849202, 1000753, 1133018, 1107553, 925626]"
1350,"[1000753, 995242, 5569230, 981760, 965766]"
1351,"[1000753, 995242, 860975, 908531, 1044078]"
1352,"[1000753, 1029743, 871722, 951412, 900802]"
1353,"[874972, 951590, 862349, 1137346, 8090521]"
1354,"[1000753, 1029743, 1005186, 12648296, 866211]"
1356,"[1000753, 995242, 5569230, 981760, 935284]"
1357,"[874972, 995242, 860975, 970119, 983897]"
1358,"[1000753, 981760, 866211, 8090536, 993639]"
1360,"[1000753, 995242, 988208, 9884698, 895652]"
1361,"[1000753, 995242, 833458, 866211, 867668]"
1362,"[1000753, 995242, 7168026, 1119051, 1052912]"
1364,"[874972, 1133018, 1005186, 986912, 854852]"
1366,"[874972, 1029743, 1082172, 1119051, 7410290]"
1367,"[874972, 1029743, 5569471, 979707, 981760]"
1368,"[1000753, 995242, 1127831, 916122, 1078652]"
1369,"[1000753, 1029743, 981760, 1011926, 985889]"
1370,"[1000753, 995242, 5569230, 5563693, 919534]"
1372,"[1000753, 995242, 951590, 5569230, 1137775]"
1373,"[1000753, 995242, 1022254, 1007269, 915086]"
1374,"[1000753, 995242, 981760, 944534, 1081177]"
1375,"[1000753, 5569230, 1029743, 1127831, 1119051]"
1376,"[1034176, 874972, 1106523, 8090537, 908531]"
1378,"[874972, 1029743, 909268, 1037332, 909750]"
1379,"[874972, 1133018, 862732, 923746, 981760]"
1382,"[1000753, 1127831, 1029743, 1070782, 981760]"
1383,"[1000753, 995242, 830097, 945611, 845208]"
1384,"[874972, 1127831, 923746, 1133018, 961554]"
1385,"[1000753, 908531, 916122, 1029743, 890909]"
1386,"[1000753, 995242, 1005186, 986912, 868745]"
1387,"[12262978, 874972, 1029743, 1017369, 944534]"
1388,"[1000753, 1133018, 1010190, 1039156, 5570383]"
1389,"[1000753, 995242, 981760, 862535, 986912]"
1390,"[874972, 1106523, 951590, 12648296, 1005186]"
1391,"[874972, 995242, 5569230, 923746, 873627]"
1392,"[874972, 995242, 1018397, 908531, 1018740]"
1393,"[1000753, 995242, 926796, 1051516, 6034857]"
1394,"[874972, 995242, 873887, 962229, 940947]"
1395,"[1000753, 995242, 6533608, 940947, 845208]"
1397,"[874972, 995242, 1092937, 1085983, 1095040]"
1398,"[1000753, 1029743, 1011300, 986912, 1107553]"
1399,"[1000753, 1133018, 907392, 7167853, 827261]"
1401,"[1000753, 995242, 1044078, 908531, 906763]"
1402,"[1000753, 1029743, 1127831, 923746, 1057260]"
1403,"[1013928, 1000753, 1029743, 5569230, 1039156]"
1404,"[1000753, 1133018, 1054216, 1010582, 972312]"
1405,"[1000753, 951590, 1056509, 819978, 1106523]"
1406,"[1000753, 981760, 908531, 1029743, 923746]"
1407,"[1000753, 1133018, 6464166, 951590, 961554]"
1408,"[1000753, 981760, 1029743, 882496, 1037417]"
1409,"[1000753, 1029743, 923746, 1075214, 908531]"
1410,"[874972, 5569230, 951590, 1029743, 872137]"
1412,"[1000753, 995242, 9487606, 9677202, 885290]"
1413,"[1000753, 995242, 1072968, 981521, 892531]"
1414,"[1000753, 995242, 851287, 855557, 1053530]"
1415,"[1000753, 995242, 908531, 1075470, 1107553]"
1417,"[1000753, 995242, 835243, 916122, 970119]"
1418,"[948670, 1000753, 1133018, 9878513, 956672]"
1419,"[874972, 995242, 1085604, 1044078, 859075]"
1420,"[1000753, 1133018, 1106301, 879755, 965766]"
1421,"[874972, 908531, 916122, 1029743, 1053690]"
1423,"[1000753, 1029743, 5981267, 878445, 13008334]"
1424,"[1000753, 1133018, 1082212, 1062002, 1024306]"
1425,"[874972, 1106523, 951590, 845193, 8090509]"
1426,"[1000753, 981760, 916122, 1133018, 908531]"
1427,"[1000753, 1133018, 1058930, 981760, 1101173]"
1428,"[1000753, 951590, 1029743, 1003188, 833025]"
1429,"[948670, 1000753, 995242, 926909, 12172355]"
1430,"[906844, 874972, 1133018, 9677202, 962229]"
1431,"[1000753, 995242, 981760, 1110572, 819063]"
1433,"[849202, 1029743, 1000753, 979707, 1081177]"
1434,"[874972, 1058997, 1053690, 981760, 1075368]"
1437,"[874972, 1133018, 908531, 819304, 1044078]"
1438,"[1000753, 995242, 1037863, 1052912, 6464166]"
1439,"[874972, 1029743, 981760, 933835, 847982]"
1440,"[874972, 1127831, 862349, 844165, 844179]"
1443,"[906844, 1000753, 995242, 819927, 947658]"
1445,"[874972, 1106523, 951590, 903325, 6034857]"
1446,"[1000753, 1029743, 983936, 923746, 6979427]"
1447,"[1000753, 995242, 844165, 1054216, 1128016]"
1448,"[1000753, 1133018, 1068719, 986912, 874061]"
1450,"[1000753, 1133018, 1005186, 845208, 916122]"
1451,"[874972, 1133018, 1005186, 1014458, 824005]"
1452,"[1000753, 981760, 995242, 1039156, 969205]"
1453,"[874972, 1106523, 951590, 1005186, 1110572]"
1454,"[1000753, 1133018, 862732, 914190, 1045228]"
1457,"[1000753, 995242, 987724, 1044078, 863447]"
1458,"[874972, 995242, 1127831, 1105917, 933067]"
1459,"[1000753, 1133018, 857130, 948832, 1110843]"
1460,"[1000753, 995242, 995965, 845193, 9487885]"
1461,"[1000753, 1106523, 1127831, 951590, 981760]"
1462,"[1000753, 1133018, 981760, 1011926, 6391381]"
1463,"[874972, 1029743, 1127831, 9707137, 989069]"
1465,"[1000753, 995242, 1039156, 827656, 916122]"
1466,"[1000753, 1133018, 841266, 961792, 923746]"
1467,"[1000753, 1133018, 1085604, 986912, 1005186]"
1470,"[1000753, 1133018, 899624, 9677202, 923746]"
1471,"[1000753, 995242, 1039156, 1091365, 962568]"
1473,"[1000753, 995242, 845705, 961554, 903325]"
1474,"[1000753, 995242, 1053690, 948119, 883932]"
1475,"[874972, 995242, 951590, 914190, 1048727]"
1476,"[9677366, 1000753, 1029743, 1088147, 907099]"
1477,"[1000753, 995242, 961979, 981760, 986912]"
1479,"[1000753, 1127831, 1029743, 879755, 1110244]"
1481,"[874972, 908531, 995242, 885290, 951590]"
1483,"[874972, 951590, 1058997, 5569230, 1004906]"
1484,"[1000753, 995242, 961554, 921744, 1119051]"
1485,"[1069312, 1000753, 995242, 13842214, 1075368]"
1486,"[860248, 1000753, 995242, 893018, 5585510]"
1487,"[1000753, 1133018, 940947, 1051283, 8090509]"
1488,"[1000753, 1133018, 951590, 923746, 1110572]"
1489,"[1000753, 1133018, 908531, 934427, 929433]"
1490,"[1000753, 1029743, 951590, 981760, 916122]"
1491,"[1000753, 995242, 951590, 1053690, 981760]"
1492,"[1000753, 1133018, 1105623, 901062, 847982]"
1493,"[1000753, 995242, 1005911, 908531, 7464370]"
1494,"[874972, 1127831, 5569230, 995242, 923746]"
1495,"[874972, 1029743, 986912, 1022254, 12731544]"
1496,"[1000753, 995242, 7433888, 1058930, 866211]"
1498,"[1000753, 995242, 1037863, 1018050, 1075074]"
1499,"[1000753, 1029743, 1088147, 981760, 961554]"
1500,"[1000753, 995242, 981760, 1068719, 998373]"
1501,"[1000753, 995242, 1006342, 903325, 882247]"
1502,"[874972, 995242, 1038217, 854852, 971922]"
1503,"[1000753, 995242, 1096317, 5585510, 965210]"
1505,"[849202, 874972, 1029743, 1005186, 868764]"
1506,"[1013928, 995242, 1127831, 900418, 869047]"
1507,"[1000753, 995242, 879755, 873654, 1007116]"
1508,"[874972, 995242, 871722, 981760, 909894]"
1509,"[1000753, 995242, 926905, 1042438, 1128812]"
1510,"[948670, 1000753, 1029743, 1005186, 1092026]"
1511,"[874972, 1127831, 862349, 908531, 845193]"
1512,"[1000753, 1133018, 1085604, 947798, 981760]"
1513,"[1000753, 1133018, 981760, 1008673, 1085604]"
1514,"[874972, 995242, 995965, 1067419, 961554]"
1515,"[1000753, 1133018, 1127831, 981760, 933835]"
1517,"[1000753, 995242, 951590, 908531, 911622]"
1518,"[1000753, 995242, 923746, 1125199, 854852]"
1519,"[1000753, 995242, 5569230, 821556, 916122]"
1520,"[874972, 1133018, 5577022, 1085154, 930917]"
1521,"[1000753, 981760, 1133018, 969866, 1085604]"
1525,"[1000753, 1133018, 844165, 871756, 1103629]"
1526,"[874972, 1029743, 862732, 900586, 986912]"
1527,"[1000753, 908531, 1029743, 951590, 1099164]"
1528,"[874972, 5569230, 1029743, 844165, 1075368]"
1529,"[874972, 5569230, 5587938, 1106523, 7433888]"
1530,"[1000753, 995242, 938300, 1055504, 903800]"
1531,"[1000753, 1029743, 908531, 916122, 1055201]"
1532,"[1000753, 1029743, 914190, 1039156, 1043787]"
1533,"[1000753, 995242, 986912, 957736, 1126890]"
1534,"[874972, 995242, 1066097, 923746, 932298]"
1535,"[1000753, 5569230, 916122, 1106523, 844165]"
1536,"[874972, 1133018, 951590, 1075368, 865511]"
1537,"[1000753, 1127831, 951590, 1106523, 1042544]"
1539,"[1000753, 1029743, 1007136, 1033403, 981760]"
1540,"[1000753, 995242, 844165, 925626, 859075]"
1541,"[1000753, 1133018, 940947, 936914, 12263788]"
1542,"[1000753, 981760, 821083, 1133018, 1118533]"
1543,"[874972, 1133018, 1037340, 845208, 916122]"
1544,"[874972, 995242, 908531, 1113141, 987562]"
1545,"[1000753, 1029743, 972931, 6463775, 844179]"
1546,"[874972, 1127831, 995242, 908531, 965766]"
1547,"[1000753, 1029743, 893501, 1023958, 9419525]"
1548,"[874972, 1133018, 923746, 1053690, 856252]"
1549,"[1000753, 995242, 1122358, 981760, 986912]"
1550,"[1000753, 995242, 7410215, 922907, 827683]"
1552,"[1000753, 995242, 997309, 944836, 7433888]"
1555,"[1000753, 1127831, 916122, 1005186, 908531]"
1556,"[948670, 874972, 1029743, 873887, 1044078]"
1557,"[1000753, 1029743, 1026118, 901776, 6391381]"
1558,"[874972, 1133018, 1005186, 5569374, 999581]"
1559,"[1000753, 995242, 1075368, 936914, 1026118]"
1560,"[1000753, 1133018, 1021519, 1039156, 859075]"
1563,"[1000753, 1106523, 1039156, 1119051, 903325]"
1564,"[12262978, 1000753, 995242, 1046689, 1037863]"
1565,"[1000753, 1029743, 981760, 1127831, 5569230]"
1566,"[874972, 1133018, 5569230, 976199, 1022254]"
1567,"[1000753, 995242, 937626, 1026118, 882109]"
1568,"[874972, 995242, 951590, 923746, 899624]"
1569,"[1000753, 981760, 995242, 923746, 1100658]"
1570,"[874972, 1133018, 1013615, 1070702, 979707]"
1572,"[1000753, 995242, 833724, 1005274, 896085]"
1574,"[874972, 1106523, 908531, 847982, 977499]"
1575,"[1000753, 1029743, 901062, 1022254, 900802]"
1576,"[1000753, 1133018, 1037863, 845109, 981760]"
1577,"[1000753, 1133018, 997796, 866211, 934427]"
1578,"[874972, 1133018, 916122, 1076875, 1038217]"
1579,"[874972, 1133018, 1005186, 951590, 908531]"
1580,"[874972, 1133018, 1043973, 9707137, 1005186]"
1581,"[1000753, 995242, 916122, 965693, 890610]"
1583,"[1000753, 995242, 1121393, 1002130, 844165]"
1584,"[1000753, 995242, 1028891, 957736, 1053690]"
1585,"[1000753, 1029743, 1055504, 5569471, 1009449]"
1586,"[1000753, 1029743, 916122, 1026118, 986912]"
1587,"[1000753, 1133018, 1085604, 859075, 1033234]"
1588,"[1000753, 1133018, 6602697, 923746, 6034857]"
1590,"[1000753, 995242, 1028891, 6533608, 944836]"
1591,"[849202, 1000753, 995242, 961554, 1001827]"
1592,"[1000753, 1029743, 1110764, 1005186, 9884698]"
1593,"[1000753, 1133018, 1077048, 979707, 873203]"
1594,"[1000753, 1029743, 1127831, 848970, 1068719]"
1595,"[1000753, 1029743, 1110042, 971922, 860975]"
1596,"[1000753, 1029743, 1046816, 979707, 1051211]"
1598,"[874972, 862349, 923746, 981760, 1005186]"
1599,"[1000753, 1029743, 1127831, 1002558, 951590]"
1602,"[1000753, 908531, 1070820, 887393, 1119051]"
1604,"[1000753, 995242, 897752, 1051211, 832678]"
1605,"[1000753, 995242, 1079023, 986912, 1005186]"
1607,"[1000753, 995242, 8090521, 1036501, 981760]"
1608,"[874972, 981760, 1081177, 995242, 825494]"
1609,"[1000753, 908531, 955075, 951590, 1055737]"
1611,"[1000753, 995242, 1026118, 934639, 986912]"
1612,"[874972, 951590, 908531, 1005186, 961554]"
1613,"[1000753, 1133018, 1014802, 1044805, 909894]"
1614,"[1000753, 995242, 979707, 1037863, 981760]"
1615,"[1000753, 1133018, 1026118, 1053690, 906763]"
1617,"[1000753, 995242, 902659, 910032, 830887]"
1618,"[1000753, 1029743, 903325, 1018050, 887393]"
1619,"[1000753, 995242, 1117514, 841309, 932179]"
1620,"[1000753, 1029743, 1005186, 1110572, 5587656]"
1621,"[1000753, 908531, 916122, 1106523, 1092026]"
1622,"[1000753, 1133018, 1006342, 1031864, 1026209]"
1623,"[1000753, 995242, 1127831, 921836, 1043590]"
1624,"[1000753, 995242, 986912, 5569230, 1026118]"
1625,"[1000753, 995242, 981760, 1110843, 969866]"
1627,"[1000753, 995242, 880427, 1068292, 916122]"
1629,"[1000753, 995242, 881154, 923746, 844165]"
1630,"[874972, 995242, 5569230, 865026, 999639]"
1631,"[874972, 1133018, 1127831, 908531, 1089766]"
1632,"[1000753, 995242, 1096036, 993592, 909714]"
1633,"[874972, 1133018, 1044078, 951590, 1028891]"
1634,"[874972, 1133018, 844165, 1044078, 907631]"
1635,"[1000753, 995242, 1026984, 9527325, 1045228]"
1636,"[1000753, 1029743, 1085604, 844441, 981760]"
1637,"[1000753, 995242, 1053282, 948298, 1039156]"
1638,"[1000753, 995242, 850058, 10457044, 877447]"
1639,"[1038663, 1000753, 995242, 844165, 1037863]"
1640,"[1000753, 995242, 1075368, 923746, 8065410]"
1641,"[1000753, 995242, 1076875, 854852, 965292]"
1642,"[1000753, 5569230, 1106523, 845208, 1037863]"
1643,"[1000753, 995242, 896085, 899624, 923746]"
1644,"[1000753, 1133018, 943088, 1128016, 1092264]"
1647,"[1000753, 995242, 981760, 887503, 1096036]"
1648,"[1000753, 1029743, 845208, 908531, 981760]"
1649,"[1000753, 995242, 849003, 932179, 929726]"
1650,"[1000753, 995242, 1127831, 854754, 962568]"
1651,"[1000753, 995242, 1055737, 954642, 845208]"
1653,"[874972, 1133018, 847982, 1010190, 923746]"
1654,"[1000753, 1029743, 893501, 886395, 1044895]"
1656,"[1000753, 995242, 986912, 6533362, 1011926]"
1657,"[1000753, 1029743, 1053690, 1068719, 1101010]"
1658,"[874972, 1133018, 1127831, 1070845, 981760]"
1659,"[1000753, 951590, 995242, 824005, 6034857]"
1660,"[1000753, 1133018, 923746, 1068719, 6602697]"
1661,"[1000753, 995242, 1026118, 839656, 903800]"
1662,"[874972, 995242, 992986, 916122, 6533362]"
1663,"[1000753, 995242, 947658, 981760, 983584]"
1664,"[1000753, 995242, 1127831, 868764, 1044078]"
1665,"[1000753, 981760, 1029743, 6602697, 909894]"
1666,"[1000753, 1133018, 889649, 962229, 1051394]"
1667,"[12731432, 1000753, 1133018, 844165, 866211]"
1668,"[1000753, 995242, 835098, 1053690, 999730]"
1671,"[1000753, 1029743, 1078763, 858439, 961554]"
1672,"[1000753, 981760, 923746, 925626, 1106523]"
1673,"[874972, 862349, 1005186, 1036501, 914190]"
1676,"[1000753, 995242, 903325, 1046816, 874149]"
1677,"[874972, 1133018, 951590, 826695, 844991]"
1678,"[1000753, 981760, 1029743, 902659, 916122]"
1679,"[1000753, 1029743, 1005186, 986912, 1003188]"
1680,"[1000753, 995242, 1127831, 859075, 869728]"
1681,"[1000753, 1133018, 901776, 907128, 9835509]"
1683,"[1000753, 995242, 893501, 979707, 1104343]"
1684,"[1000753, 995242, 1092026, 951590, 8090521]"
1685,"[1000753, 1133018, 1091365, 6602440, 908531]"
1686,"[1000753, 981760, 1106523, 1005186, 6919433]"
1687,"[874972, 995242, 976199, 985386, 981760]"
1688,"[1000753, 995242, 1053690, 1055155, 1139525]"
1689,"[1000753, 1106523, 1127831, 923746, 835300]"
1690,"[1000753, 1029743, 951590, 923746, 832678]"
1691,"[1000753, 995242, 1067695, 962568, 933835]"
1692,"[1000753, 951590, 1133018, 1103741, 1038217]"
1693,"[1000753, 995242, 1004555, 6391381, 993466]"
1694,"[874972, 995242, 856252, 859075, 835098]"
1695,"[1000753, 995242, 996009, 1130716, 5590158]"
1697,"[1000753, 1133018, 1044078, 1081177, 1127624]"
1698,"[1000753, 1133018, 989069, 5592931, 5585510]"
1699,"[1000753, 995242, 1043494, 1089066, 847982]"
1700,"[1000753, 1029743, 941856, 1101173, 990797]"
1701,"[1000753, 1133018, 970119, 1077048, 1026118]"
1702,"[1000753, 995242, 962229, 916122, 914190]"
1703,"[1000753, 995242, 1127831, 1135868, 1057260]"
1704,"[1000753, 995242, 935284, 1005186, 900418]"
1705,"[1000753, 1029743, 13842214, 1079292, 1043128]"
1706,"[1000753, 995242, 1108168, 962568, 961554]"
1707,"[1000753, 1133018, 1085604, 962229, 1101173]"
1708,"[874972, 1133018, 916122, 6534480, 919534]"
1710,"[1000753, 5569230, 951590, 995242, 916122]"
1711,"[1000753, 995242, 845208, 1040346, 854852]"
1712,"[1000753, 995242, 1085604, 1057260, 819304]"
1713,"[1000753, 995242, 951590, 923149, 1028816]"
1714,"[1000753, 995242, 1043590, 981760, 823704]"
1715,"[1000753, 995242, 1123842, 981760, 1127470]"
1716,"[1000753, 1106523, 1085604, 5592931, 1004906]"
1717,"[1000753, 1133018, 981760, 899682, 900802]"
1718,"[1000753, 1133018, 981760, 961554, 934172]"
1719,"[1000753, 995242, 866211, 859426, 962568]"
1720,"[1000753, 1133018, 951590, 1077359, 916122]"
1721,"[1000753, 995242, 981760, 1005186, 878445]"
1722,"[874972, 995242, 1053690, 8090521, 847982]"
1723,"[1000753, 995242, 1127831, 922561, 1018740]"
1724,"[1000753, 995242, 1110142, 992986, 857503]"
1726,"[874972, 1133018, 963835, 866211, 6034857]"
1728,"[837569, 1000753, 1133018, 859075, 981760]"
1729,"[1000753, 951590, 1110843, 916050, 1104343]"
1730,"[1000753, 995242, 1092937, 1108168, 1138292]"
1731,"[1000753, 995242, 1029624, 1017472, 1135258]"
1732,"[1000753, 981760, 1029743, 914190, 1003188]"
1733,"[874972, 995242, 981760, 1004906, 1025611]"
1735,"[1000753, 1029743, 951590, 981760, 963971]"
1737,"[1000753, 995242, 961554, 901062, 1059236]"
1738,"[1000753, 995242, 923746, 1040807, 893501]"
1739,"[1000753, 995242, 962229, 1053690, 908531]"
1740,"[1000753, 1029743, 1029112, 1056509, 1101567]"
1742,"[874972, 995242, 929018, 1072523, 9420312]"
1743,"[1000753, 1133018, 981760, 899624, 961554]"
1744,"[1000753, 1133018, 916758, 998373, 866211]"
1745,"[1038663, 1000753, 995242, 983584, 871756]"
1746,"[1000753, 981760, 1106523, 1051323, 1101173]"
1747,"[874972, 995242, 962568, 6979005, 9297403]"
1748,"[1000753, 995242, 947798, 5587656, 1044078]"
1749,"[874972, 1133018, 5569230, 1131488, 934399]"
1750,"[1000753, 1133018, 920109, 916122, 909714]"
1751,"[874972, 1106523, 908531, 1053690, 1023979]"
1752,"[1000753, 1029743, 951590, 981760, 1044078]"
1753,"[1000753, 995242, 1085604, 986912, 901543]"
1754,"[874972, 1133018, 1053690, 909894, 5585510]"
1755,"[1000753, 995242, 951590, 1093413, 8090513]"
1758,"[1000753, 995242, 1115553, 1127831, 896085]"
1759,"[874972, 995242, 1044078, 888111, 1065331]"
1760,"[1000753, 1133018, 862535, 5585510, 962568]"
1761,"[874972, 995242, 854852, 1053690, 1026118]"
1762,"[1000753, 1133018, 923746, 983584, 844165]"
1763,"[1000753, 995242, 1037840, 1018050, 981760]"
1764,"[874972, 995242, 5565925, 1060408, 1127831]"
1765,"[1000753, 1133018, 916122, 1043494, 908531]"
1766,"[1000753, 995242, 1005186, 975649, 5592931]"
1767,"[1000753, 862349, 5569471, 1085604, 1118012]"
1768,"[874972, 995242, 9707137, 7410342, 899624]"
1769,"[1000753, 5569230, 951590, 872137, 5563693]"
1770,"[874972, 5569230, 908531, 995242, 960791]"
1771,"[1000753, 995242, 964521, 1113274, 866211]"
1773,"[1000753, 1029743, 916122, 5569471, 834158]"
1774,"[874972, 981760, 1127831, 951197, 8090537]"
1775,"[1000753, 1029743, 1037332, 1005186, 893501]"
1776,"[874972, 1106523, 1116821, 1026118, 845208]"
1777,"[1000753, 995242, 923746, 896085, 916122]"
1778,"[874972, 1133018, 5569230, 870547, 948254]"
1779,"[874972, 995242, 5569230, 1010164, 908531]"
1781,"[1000753, 1133018, 981760, 961554, 1028816]"
1782,"[968072, 1000753, 1029743, 5569230, 1072523]"
1783,"[874972, 1133018, 981760, 9835509, 1138443]"
1784,"[1000753, 995242, 979707, 8065410, 886395]"
1785,"[1000753, 995242, 938512, 1119051, 908531]"
1786,"[1000753, 995242, 1005186, 1026118, 823176]"
1788,"[1000753, 981760, 995242, 1022254, 934399]"
1789,"[1000753, 995242, 1005186, 983936, 1110764]"
1790,"[874972, 995242, 997309, 945662, 883932]"
1791,"[1000753, 1133018, 1039156, 916122, 845208]"
1792,"[1000753, 995242, 1075368, 1039156, 962229]"
1793,"[1000753, 951590, 1106523, 889731, 8205218]"
1794,"[1000753, 981760, 1110572, 1053690, 1110764]"
1795,"[874972, 1029743, 1127831, 993441, 1085604]"
1796,"[1000753, 1133018, 951590, 965766, 930917]"
1797,"[874972, 1029743, 962568, 981760, 996009]"
1799,"[1000753, 995242, 1026118, 1080884, 6979089]"
1800,"[1000753, 995242, 908531, 979707, 976199]"
1801,"[1013928, 1000753, 1029743, 1085604, 1040371]"
1802,"[1000753, 995242, 885290, 1117358, 1101173]"
1803,"[1021324, 908531, 916122, 1029743, 951590]"
1804,"[1075007, 874972, 1106523, 937626, 981760]"
1805,"[948670, 1000753, 995242, 1075368, 1110572]"
1806,"[1000753, 995242, 839094, 893018, 5592931]"
1807,"[874972, 1133018, 5569230, 923746, 829852]"
1808,"[1000753, 1133018, 1037840, 1053690, 1005186]"
1809,"[1000753, 1133018, 1039156, 961554, 969980]"
1810,"[860248, 874972, 1133018, 892618, 944139]"
1811,"[1000753, 995242, 1135258, 850290, 1101173]"
1812,"[1000753, 995242, 1110843, 1021152, 1006342]"
1814,"[1000753, 995242, 960984, 999270, 976199]"
1815,"[1000753, 1133018, 833025, 859075, 940947]"
1816,"[1075007, 1000753, 1133018, 839094, 854976]"
1817,"[874972, 1029743, 1127831, 895930, 969205]"
1818,"[1000753, 995242, 1068719, 1037863, 868953]"
1819,"[1000753, 1029743, 981760, 936914, 995965]"
1820,"[1000753, 1133018, 1037332, 880427, 908283]"
1821,"[1000753, 1029743, 983584, 8090521, 5568378]"
1823,"[874972, 1029743, 1011578, 847982, 916122]"
1824,"[1000753, 1029743, 983584, 962229, 844179]"
